,rcdts,incidents_per_pupil
3617,070161490021005,0.16756756756756758
2808,560990890022002,0.47547169811320755
2814,560990920022004,0.0
4087,150162990252324,0.1218274111675127
1291,150162990252970,0.051070840197693576
1230,150162990252862,0.04751131221719457
107,041011310042001,0.18882978723404256
5310,350501410021009,0.3397129186602871
6458,060161000021002,0.065
5467,440630150042002,0.0022675736961451248
5905,560990860051003,0.12995780590717299
6101,030680220262003,0.04746835443037975
4135,150162990252391,0.03054448871181939
8140,330664040262003,0.020618556701030927
8986,56099201U262003,0.1721698113207547
1570,190222040262002,0.08333333333333333
2930,15016299025283C,0.19415807560137457
6599,070161435022007,0.0
7764,210610010262003,0.053703703703703705
7836,240473080262016,0.076163610719323
4661,190222040262012,0.022116903633491312
5027,310453010261001,0.042682926829268296
5870,540920610032001,0.041666666666666664
2895,15016299025235C,0.06158357771260997
2942,24032024C042001,0.0
3562,070161350022001,0.013422818791946308
2486,480720630022002,0.02834008097165992
2903,15016299025248C,0.05502392344497608
8358,390550030261001,0.007978723404255319
4372,15016904025202C,0.27547169811320754
6908,130950110042001,0.0
8422,410570020262005,0.0
4729,210281680262003,0.0
872,130950100262003,0.0035211267605633804
4217,150162990252504,0.0
1131,150162990252451,0.0035714285714285713
3702,080083080262003,0.07419354838709677
4606,190221810042009,0.0034965034965034965
3779,11012002C262005,0.0
438,060161000022004,0.016548463356973995
8445,410570080262009,0.0
2710,530900860022001,0.01744186046511628
1809,300391960262003,0.0
3286,050160570022008,0.0
1141,150162990252461,0.014367816091954023
866,130584010261001,0.0
7575,190220580022005,0.0028328611898017
6962,150162990252112,0.009615384615384616
5377,400560010262005,0.0
63,030250400262008,0.006211180124223602
4934,310450460222013,0.01775147928994083
8414,400560340262001,0.036231884057971016
5009,310453000262001,0.0660377358490566
4255,150162990252704,0.04219409282700422
2924,15016299025276C,0.14331210191082802
64,030250500261001,0.05442176870748299
5569,470980050262010,0.010498687664041995
5858,531021400262005,0.0
1948,310453030261011,0.10115783059110299
5133,340490060021001,0.4945054945054945
3741,090100040262013,0.05337078651685393
1959,310453030262013,0.01839080459770115
4815,240473080262016,0.014144271570014143
8719,500821050022002,0.044543429844097995
8185,340490500041004,0.08782742681047766
6425,060160960021004,0.0328719723183391
5839,530907090262002,0.012084592145015106
4581,190220680022005,0.052083333333333336
5545,470712210262003,0.027777777777777776
2467,470980030261004,0.006711409395973154
985,150162990252215,0.030357142857142857
2254,390550610252004,0.8197424892703863
5064,320380060261001,0.0
8095,320382490262001,0.02564102564102564
7166,150162990252410,0.017204301075268817
7211,150162990252477,0.008130081300813009
2920,15016299025272C,0.15555555555555556
5587,480721500251001,0.09863013698630137
6351,050160670021002,0.12349397590361445
1661,210610010262006,0.014598540145985401
8740,500821600042002,0.0
6405,060160890022003,0.006818181818181818
756,090101970041001,0.0625
2965,56099033C042003,0.0
225,050160340042004,0.0
5218,340490790021001,0.021108179419525065
7510,190220070022003,0.0
2959,56099030C042003,0.0
1640,210280470042001,0.0045871559633027525
8679,490810410252009,0.02493765586034913
7443,170534290042004,0.08974358974358974
588,070161460042005,0.0
1133,150162990252453,0.047058823529411764
4863,280372230262002,0.021691973969631236
2360,440630020031001,0.06928406466512702
6075,030110140242001,0.04697986577181208
458,060161050021001,0.061488673139158574
991,150162990252227,0.007017543859649123
5470,440630150042005,0.004991680532445923
3438,060160990022006,0.014656144306651634
2503,480721500252036,0.4673076923076923
6746,090100030262003,0.02165087956698241
1859,310450460222031,0.0419047619047619
7270,150162990252704,0.020512820512820513
1203,150162990252767,0.278372591006424
1634,200970030262003,0.0136986301369863
8020,310451310222011,0.051630434782608696
3196,050160210042010,0.008547008547008548
721,090100040261005,0.029288702928870293
4988,310451310221002,0.36231884057971014
6319,050160620042009,0.0
4828,260290970262002,0.027247956403269755
5556,470712310042005,0.0
4772,240320540022004,0.040993788819875775
8820,530601260262002,0.0
5247,340491090022007,0.0
1419,190220150021004,0.16044776119402984
1867,310450460222044,0.05263157894736842
6705,070161700022008,0.013559322033898305
1691,240322010042003,0.0
5992,56099207U262003,0.0
6893,130581000261001,0.0
3387,060160880022006,0.18888888888888888
8188,340490500042006,0.0007331378299120235
3886,130581350022008,0.09947643979057591
1582,190222040262018,0.010385756676557863
5874,540921180242005,0.21287128712871287
3351,050160720022002,0.0
3521,070161230022008,0.0
621,070161520022008,0.2723735408560311
2876,11087003A262001,0.0472972972972973
3125,041012050251006,1.3640124095139607
7779,211000040262008,0.009328358208955223
5667,490812000262007,0.003875968992248062
5877,540921180242019,0.008403361344537815
5146,340490370021001,0.16569767441860464
7068,150162990252270,0.0
6794,11012003C262005,0.00904977375565611
4718,200970030262003,0.02702702702702703
1346,170540270021001,0.005479452054794521
581,070161450021001,0.12
1650,210281960261001,0.125
5775,510841860252016,0.0
1608,200350010261001,0.4107142857142857
4928,310450460222007,0.005016722408026756
3226,050160300021001,0.005037783375314861
2858,560992020222015,0.01773049645390071
3675,070161630022003,0.24434389140271492
1354,170640020261002,0.0
637,070161580022005,0.012750455373406194
3836,120400010262002,0.07633587786259542
1564,190222040261002,0.05580357142857143
7651,190222030261012,0.037037037037037035
6942,150162990252088,0.04743083003952569
1256,150162990252915,0.11885245901639344
5360,390740050262001,0.02027027027027027
2901,15016299025246C,0.06364922206506365
7392,160194240261003,0.025
8762,500821960262006,0.040268456375838924
8821,530601890261001,0.08441558441558442
7661,190222030262013,0.003179650238473768
8711,500820900042002,0.0
889,150162990252069,0.22869955156950672
1652,210440010262001,0.0
7093,150162990252311,0.00205761316872428
7327,150162990252877,0.0343796711509716
5459,440630030032001,0.0049261083743842365
5167,340490560021002,0.24531835205992508
2181,340491180262005,0.003232758620689655
3688,070161700022002,0.004140786749482402
130,041012050252037,0.18136439267886856
7045,150162990252240,0.016293279022403257
1938,310453010261002,0.04672897196261682
610,070161500021005,0.12275449101796407
8149,340490010022002,0.006711409395973154
1730,260290020262006,0.041237113402061855
1232,150162990252867,0.012893982808022923
7110,150162990252339,0.029069767441860465
2912,15016299025261C,0.0544464609800363
6462,060161000022004,0.0
1220,150162990252826,0.07661290322580645
1580,190222040262016,0.001876172607879925
8884,540920010262001,0.0
5633,490810360022002,0.12408759124087591
7438,170532320022001,0.06261859582542695
3595,070161450021001,0.18210361067503925
4029,150162990252239,0.08472686733556299
8141,330942380261001,0.017094017094017096
514,070161250021001,0.17117117117117117
5144,340490340042006,0.005908419497784343
5237,340491020042003,0.0
1052,150162990252326,0.311046511627907
550,070161350022007,0.0
1885,310451290221003,0.190625
6909,130950150042001,0.06569343065693431
682,070161710021001,0.001996007984031936
2740,530907090262004,0.0
4654,190222040262002,0.10049019607843138
4860,280063400262005,0.0
560,070161400022006,0.026168224299065422
2128,340490790021001,0.004285714285714286
3223,050160280022006,0.0
617,070161520021001,0.3366093366093366
796,110870010262002,0.059907834101382486
4349,150162990252943,0.05385427666314678
8301,340492200261003,0.008762322015334063
8376,39055061025201C,0.0
4206,150162990252490,0.037753222836095765
8656,490810340022003,0.0022222222222222222
5871,540920760262003,0.0637065637065637
6537,070161240022002,0.0
4983,310451290222011,0.00676818950930626
7248,15016299025258C,0.07668711656441718
7879,280063030262004,0.1839080459770115
325,050160650042021,0.0
1208,150162990252785,0.13651877133105803
5752,510840050262003,0.04559270516717325
6395,060160880021007,0.28174603174603174
7243,150162990252525,0.0
1623,200960060042001,0.030120481927710843
7111,15016299025233C,0.0033333333333333335
6215,050160230022005,0.0
4154,150162990252414,0.02650602409638554
3304,050160620042002,0.007722007722007722
7737,200970030262002,0.04691358024691358
6231,050160280021004,0.03672787979966611
3008,010010010262002,0.04746835443037975
8864,530907090262003,0.0
3458,060161020022001,0.0
3966,150162990252141,0.005847953216374269
6813,110213050262004,0.07222222222222222
1347,170540270022003,0.0
6280,050160540042011,0.002638522427440633
4447,170640050262002,0.020618556701030927
5692,500821040021001,0.1225296442687747
6278,050160540042009,0.0
2085,340490600261005,0.25180722891566265
8186,340490500042003,0.01524390243902439
4689,200300070262001,0.05501618122977346
8468,410570110262028,0.1462925851703407
3029,010690110261001,0.5
3742,090100040262017,0.0024096385542168677
307,050160640041006,0.03407755581668625
935,150162990252135,0.07889546351084813
2279,400421000262007,0.0022471910112359553
3807,110230060262003,0.0
411,060160970022005,0.011804384485666104
4021,150162990252226,0.029863481228668942
5024,310453000262023,0.18936635105608157
3140,041012050252037,0.15944540727902945
6556,070161280022005,0.0
5981,560992020222011,0.035650623885918005
5344,390550110262001,0.03146067415730337
5920,560990860052025,0.09570957095709572
3969,150162990252147,0.41037735849056606
912,150162990252102,0.009922822491730982
4763,211000050262006,0.001937984496124031
5062,320380040261002,0.066006600660066
5654,490810410252008,0.03608247422680412
3715,080432110262001,0.0
3097,040041000262009,0.03284072249589491
717,090100030261002,0.06821282401091405
7432,170530080261001,0.056140350877192984
4007,150162990252206,0.019886363636363636
4962,310450460222052,0.021621621621621623
5879,540921180242021,0.0
8621,480721500252032,0.043689320388349516
4748,211000010262002,0.1949685534591195
1777,280372260262002,0.028
5669,490813000262003,0.02666666666666667
8960,560991220021006,0.04381846635367762
342,050160735021003,0.07222222222222222
8816,510841860252045,0.0
2489,480720690022001,0.06726457399103139
1775,280372240262004,0.12323943661971831
4042,150162990252257,0.04225352112676056
2259,390550610252019,0.6222910216718266
6609,070161450022002,0.0
3567,070161350022012,0.02231237322515213
3776,090270100262004,0.0
5606,480721500252052,0.38408304498269896
7341,150162990252903,0.0
4434,170540270022007,0.0319634703196347
2749,531020210262003,0.021052631578947368
5326,350590050262001,0.22193211488250653
3474,060161060021003,0.03968253968253968
7136,150162990252372,0.13774104683195593
676,070161700022007,0.027607361963190184
6636,070161490022010,0.0
746,090101300042001,0.0
4594,190220930042010,0.011235955056179775
5115,330664040261001,0.21608040201005024
2168,340491140021001,0.2698412698412698
8768,510652130262003,0.0
1031,150162990252290,0.08235294117647059
4707,200960060042001,0.046511627906976744
1768,280061150022007,0.0
7876,280061150022004,0.0
86,040041000262005,0.07005253940455342
6239,050160300022003,0.002421307506053269
8351,350785350261001,0.04891304347826087
7660,190222030262012,0.0017123287671232876
8812,510841860252037,0.0
1682,240320010262004,0.0
7766,210610010262010,0.0111731843575419
4857,280061150022007,0.0
5717,500821750021001,0.4430379746835443
45,030030020262004,0.0
7486,170640160262003,0.0
2235,350785350261001,0.04046242774566474
8162,340490330022001,0.019867549668874173
3099,040042000261001,0.0
1110,150162990252410,0.046296296296296294
6568,070161320022001,0.0
6096,030680030262003,0.007312614259597806
5638,490810370022009,0.0
3878,130580100042003,0.0
2421,450670030262001,0.0
1255,150162990252914,0.00205761316872428
3,010010030262003,0.0
5572,470980060262003,0.024096385542168676
3811,110703000261001,0.42
1351,170540610042001,0.020833333333333332
339,050160710022001,0.04258943781942078
6125,041011310041002,0.09177215189873418
780,110213050262004,0.11790393013100436
233,050160360022002,0.0
4534,190220440022010,0.012552301255230125
8842,530901020022002,0.005025125628140704
1825,300910430042001,0.07505518763796909
1482,190220610021004,0.0
108,041011310042002,0.002551020408163265
4161,150162990252423,0.13114754098360656
962,150162990252182,0.009626955475330927
2935,15016903025201C,0.0
8341,350501950042001,0.0221606648199446
4818,260290020261001,0.045454545454545456
8909,560990170022002,0.014652014652014652
2307,410570030262002,1.032258064516129
6440,060160980021004,0.015447991761071062
1734,260290040262005,0.03977272727272727
5651,490810410251003,0.4987146529562982
2993,56099365U261005,0.20144927536231885
7232,150162990252504,0.0
4559,190220580022008,0.0038314176245210726
2457,470712260262003,0.0
1468,190220580022001,0.0
2700,530900500022001,0.022922636103151862
6494,070161040021001,0.18150087260034903
2579,500820190262006,0.012547051442910916
830,130140210022001,0.0
8642,480723230261001,0.0582010582010582
3128,041012050251010,4.417695473251029
3220,050160280021004,0.049069373942470386
3281,050160540042031,0.004073319755600814
3677,070161630022008,0.061224489795918366
1061,150162990252345,0.0
6838,120130100261001,0.0
6986,150162990252149,0.015126050420168067
4396,160194290262002,0.0
4423,170534290042002,0.023054755043227664
6685,070161620022009,0.005555555555555556
2409,440631650032002,0.016771488469601678
2927,15016299025280C,0.0029585798816568047
4392,160194280262011,0.23809523809523808
8690,490812000262006,0.01937984496124031
1980,320380100262003,0.0
3010,010010030261001,0.03558718861209965
4980,310451290222007,0.0
8557,470521700222003,0.0
4845,260850050262001,0.0
4466,170640160262002,0.0
5555,470712310042003,0.0
8928,560990860051002,0.21753246753246752
1869,310450460222048,0.01488095238095238
260,050160540042015,0.0
2412,440632000261007,0.14885496183206107
3476,060161070021001,0.0
2393,440630470042007,0.0
5696,500821100041006,0.501779359430605
6129,041011330041001,0.0032258064516129032
1234,150162990252873,0.06645569620253164
4175,150162990252452,0.10022271714922049
7689,190222040262021,0.0
1868,310450460222047,0.00202020202020202
6120,041011220222010,0.019543973941368076
3155,041012050252084,0.6075581395348837
2277,400421000261002,0.046242774566473986
562,070161420021001,0.09507042253521127
5136,340490060022007,0.028645833333333332
1315,160194300261001,0.14692982456140352
8819,530601260261001,0.0
4278,15016299025278C,0.13066666666666665
5725,500821870262009,0.07936507936507936
5790,510841860252042,0.0
1286,150162990252965,0.008363201911589008
5592,480721500251013,0.46859903381642515
2507,480721500252040,0.012531328320802004
5112,330482760261001,0.26991150442477874
1122,150162990252429,0.005063291139240506
4277,150162990252785,0.24952380952380954
668,070161680041003,0.0589622641509434
7338,150162990252900,0.0
612,070161500022002,0.1187214611872146
6086,030262010262001,0.06926406926406926
7469,170640050262005,0.0
2852,560992020222009,0.012048192771084338
8540,450670030262001,0.0
5901,560990810022001,0.0
2401,440631580221002,0.06221719457013575
2434,450791390262002,0.026194144838212634
3086,030680120261002,0.0830860534124629
763,110150010261002,0.19506172839506172
4776,240320750022001,0.0
2917,15016299025267C,0.0636042402826855
3495,070161110022002,0.0
3656,070161590022005,0.034161490683229816
6875,130410030042001,0.0
4650,190222040261004,0.07462686567164178
8413,400560340261001,0.0429042904290429
5527,450791340042001,0.014084507042253521
4833,260343270042002,0.031746031746031744
27,010691170222006,0.625
2308,410570050261002,0.13322884012539185
8616,480721500251013,0.4375
5691,500820900042006,0.03793626707132018
6016,651089010802001,0.0
7554,190220440022012,0.0
8520,440631580221002,0.0035460992907801418
4484,190220040022004,0.0036231884057971015
2822,560991220022004,0.0
5913,560990860052007,0.2682926829268293
1508,190220930042007,0.0
8316,350500020262004,0.02158273381294964
8387,390740570262002,0.05504587155963303
6459,060161000021003,0.05388272583201268
7543,190220340022002,0.0
6185,050160150042001,0.012939001848428836
5397,410570020261008,0.0995260663507109
6761,090100040262027,0.06103286384976526
3564,070161350022007,0.004073319755600814
6332,050160640042004,0.0
6865,130140210022001,0.0
1382,170640160262002,0.0
4011,150162990252211,0.10944206008583691
832,130140570022001,0.01639344262295082
5047,310453030262010,0.0
8471,410570120261003,0.007142857142857143
1851,310450460222021,0.044444444444444446
3484,070161040022004,0.0
7894,280372290261001,0.008064516129032258
6406,060160890022006,0.003703703703703704
4405,170200150262003,0.0
6548,070161270021005,0.021739130434782608
1120,150162990252426,0.016518424396442185
6342,050160650042010,0.002680965147453083
927,150162990252126,0.029197080291970802
5239,340491030021001,0.0
226,050160340042005,0.0
3787,110150020261003,0.3293172690763052
1559,190222030262015,0.0
6782,090101690042001,0.0
5098,320462560042001,0.06358381502890173
5788,510841860252037,0.0
5211,340490730042008,0.0
8583,470980010262003,0.0
1549,190222030262002,0.0
4995,310451310222008,0.01646090534979424
4991,310451310222004,0.1486111111111111
1700,240470900042001,0.0
110,041011330041001,0.09202453987730061
8653,480723280032001,0.014705882352941176
6010,56099365U262010,0.032467532467532464
8124,330362350262001,0.0641025641025641
6271,050160540041020,0.04730831973898858
5745,510840010261001,0.0
4510,190220160022005,0.0
4233,15016299025258C,0.011494252873563218
6445,060160990022001,0.002607561929595828
8088,320380090261002,0.0
3739,090100040262010,0.03215434083601286
5978,560992020222008,0.05143721633888049
3111,041011220222013,0.0610079575596817
1750,260621030262002,0.0
6466,060161010021006,0.00998003992015968
3357,050160740022003,0.0
5234,340490960042006,0.002178649237472767
3638,070161530021003,0.40883190883190884
4715,200962000262003,0.0
6822,110230950251001,0.0
2823,560991220022005,0.00641025641025641
8310,340492200262009,0.0
6530,070161230021001,0.0724907063197026
1589,190222040262025,0.040145985401459854
6749,090100040261005,0.20050761421319796
8423,410570020262008,0.002551020408163265
6420,060160925022003,0.0
3817,110870040262002,0.1489841986455982
6381,060160830023002,0.0
2431,450791320262002,0.11308562197092084
5044,310453030262006,0.0024390243902439024
2831,560991590022002,0.0
6187,050160150042004,0.0
7156,150162990252399,0.008411214953271028
2220,350501410022009,0.4221698113207547
7453,170540270022007,0.02403846153846154
4963,310450460222053,0.003355704697986577
1274,150162990252945,0.1715686274509804
71,030262030262009,0.058935361216730035
2488,480720680022002,0.0
7827,240473080262007,0.04203152364273205
5116,330664040262001,0.0
2364,440630030032001,0.0
7474,170640050262012,0.0
3028,010690060262002,0.0
7354,150162990252923,0.002325581395348837
3547,070161300021003,0.16976127320954906
4683,190222050262007,0.0
4795,240471150262007,0.0423572744014733
6871,130141415022001,0.015151515151515152
2019,330482080262001,0.08974358974358974
1233,150162990252870,0.028446389496717725
391,060160910022001,0.0
7671,190222040261005,0.07160804020100503
8138,330664040262001,0.00625
5355,390550610252023,0.2078853046594982
3810,110230950252006,0.0
3513,070161220022001,0.022388059701492536
7499,190220020022006,0.01375
705,080891450222005,0.586046511627907
5332,390550010261001,0.031746031746031744
2680,510841860252024,0.03503184713375796
2423,450670040262001,0.0
3782,110150010261002,0.3157894736842105
7869,280060170042001,0.04285714285714286
1510,190220930042010,0.00821917808219178
8916,56099030C042006,0.0
6447,060160990022003,0.10194174757281553
4655,190222040262005,0.01358695652173913
7112,150162990252341,0.07368421052631578
7664,190222030262016,0.0
5612,480723210261002,0.09961685823754789
7603,190220890042001,0.0064516129032258064
6595,070161430022004,0.0
433,060160990022015,0.0014245014245014246
4691,200330100262004,0.02122641509433962
3687,070161700022001,0.030560271646859084
8463,410570110261006,0.645041014168531
8934,560990860052004,0.1099290780141844
5835,530907030261001,0.0
4852,280060990042002,0.07424960505529225
2990,56099255U262001,0.013824884792626729
2840,560992020221003,0.10117878192534381
8364,390550090262002,0.27848101265822783
4455,170640050262012,0.0
305,050160630022011,0.018255578093306288
7238,150162990252513,0.009888751545117428
6205,050160210042007,0.004048582995951417
7241,15016299025251C,0.0
5653,490810410252007,0.06569343065693431
5229,340490960041003,0.006546644844517185
9003,560992020222008,0.04393939393939394
3108,041011220222008,0.04861111111111111
8377,390550610252023,0.11888111888111888
2562,490810410252016,0.0031746031746031746
2093,340490600262011,0.027586206896551724
3578,070161420022003,0.022388059701492536
