,rcdts,incidents_per_pupil
3745,090100040262024,0.03496503496503497
4950,310450460222034,0.002617801047120419
1016,150162990252266,0.037037037037037035
6709,070161700022013,0.04
3050,030030010262001,0.020100502512562814
4520,190220330022005,0.015957446808510637
8835,530900860022001,0.006756756756756757
8788,510840150261001,0.012371134020618556
3457,060161020021004,0.0
8933,560990860052003,0.008264462809917356
9011,560992020222016,0.015706806282722512
3101,040042000262002,0.0
1257,150162990252916,0.12639405204460966
6997,150162990252169,0.07835820895522388
8902,540921180242020,0.10534124629080119
2189,340492200262001,0.0
2875,11012004C262003,0.03877551020408163
2782,560990170021001,0.03169014084507042
4616,190222000262009,0.0
2228,350502890041002,0.08703374777975133
8890,540920100262001,0.0
2763,540920040262002,0.11447084233261338
1908,310451310222010,0.11729323308270677
4808,240473080262009,0.0
2527,480723230262005,0.07838479809976247
7720,200830030262010,0.012244897959183673
1323,170200150262003,0.011695906432748537
1200,150162990252739,0.02066115702479339
8534,440632000262006,0.0
2951,48072150025027C,0.8655737704918033
3940,150162990252103,0.10653753026634383
5770,510841860251009,0.0
8856,530907010262003,0.004228329809725159
7301,150162990252809,0.02072538860103627
6069,030110030262003,0.007079646017699115
12,010011720222017,0.0136986301369863
5414,410570070262007,0.04
2505,480721500252038,0.37037037037037035
4602,190221810042004,0.002890173410404624
7528,190220160022001,0.0
871,130950010042001,0.0
6726,080432100261001,0.009174311926605505
7535,190220330021006,0.030935808197989172
4268,15016299025275C,0.1593625498007968
4385,160194280261010,0.3388235294117647
7518,190220120022004,0.0
35,010750100262010,0.04452054794520548
2769,540920610032001,0.0547945205479452
3736,090100040261007,0.018154311649016642
8866,531020010042001,0.023127753303964757
8873,531020110262002,0.0
2236,350785350262004,0.018072289156626505
5620,480723230262002,0.01639344262295082
230,050160350022002,0.0
4452,170640050262008,0.07939914163090128
1084,150162990252375,0.08376288659793814
2604,500821150021001,0.0
2449,470712210262002,0.037037037037037035
377,060160880022009,0.0
2896,15016299025236C,1.7513368983957218
8824,530601910262003,0.07077625570776255
446,060161020021004,0.04178674351585014
6389,060160870021005,0.02127659574468085
525,070161275022003,0.010482180293501049
6902,130584010262002,0.01935483870967742
136,041012050252054,0.3091216216216216
7540,190220330022006,0.0
6046,010691170222006,0.21940928270042195
1054,150162990252330,0.0872540633019675
8481,440630030031001,0.011494252873563218
2356,410570130022002,0.2317596566523605
3352,050160730022001,0.01782178217821782
3473,060161050022005,0.01282051282051282
2062,340490410042001,0.0
1447,190220440022001,0.0
7439,170534250042001,0.0
5762,510840140261001,0.37115839243498816
2529,480723250262005,0.1063063063063063
4399,160194300262004,0.006024096385542169
5034,310453020262007,0.004056795131845842
4339,150162990252923,0.0
2453,470712230261001,0.12468827930174564
4441,170640030262001,0.0
1394,190220020021001,0.10564399421128799
4521,190220330022006,0.007159904534606206
5188,340490600262017,0.2289156626506024
5463,440630150041006,0.08792650918635171
6965,150162990252119,0.011450381679389313
504,070161230022003,0.004454342984409799
4234,150162990252597,0.10867397806580259
5311,350501410022004,0.048701298701298704
7846,260290660252003,0.002386634844868735
7352,150162990252921,0.04678362573099415
8467,410570110262024,0.0
7014,150162990252193,0.0
2192,340492200262004,0.0018083182640144665
1488,190220630022002,0.0021645021645021645
6586,070161400022005,0.020785219399538105
4926,310450460221045,0.48380566801619435
4051,150162990252269,0.06609808102345416
1853,310450460222024,0.04798464491362764
580,070161440022010,0.2634032634032634
2045,340490060022006,0.16382978723404254
3279,050160540042029,0.0
2750,531020600261002,0.04477611940298507
3946,150162990252110,0.08350730688935282
2526,480723230262004,0.0056657223796034
8129,330482050262017,0.0
1701,240471150261001,0.12474849094567404
7506,190220040022010,0.008695652173913044
2383,440630360022001,0.05583756345177665
8725,500821150022001,0.02197802197802198
4305,15016299025285C,0.04111842105263158
4625,190222010262001,0.042042042042042045
444,060161010022002,0.0
2789,560990860051002,0.1410693970420933
1151,150162990252477,0.009915014164305949
295,050160620042005,0.0
663,070161630022008,0.13471502590673576
7423,170200150261002,0.17771883289124668
8366,390550110262001,0.0048543689320388345
8025,310451310222016,0.02977667493796526
3971,150162990252149,0.09289617486338798
819,120510200261007,0.011811023622047244
5127,340490010022002,0.009966777408637873
7845,260290660251002,0.2303370786516854
4862,280372230261003,0.0821917808219178
7881,280063400262005,0.046511627906976744
6482,060161050021001,0.040625
7401,160194270262006,0.08571428571428572
1772,280371900022001,0.29094827586206895
3545,070161300021001,0.07717041800643087
8410,400560090262004,0.05116279069767442
4141,150162990252399,0.055449330783938815
606,070161490022005,0.009287925696594427
8860,530907030262001,0.03731343283582089
5506,440632000261006,0.2359375
3325,050160650041002,0.03927986906710311
4629,190222030261010,0.060141509433962265
3622,070161490022009,0.0
2165,340491120022006,0.003067484662576687
191,050160230022001,0.0
8085,320380040262003,0.0
751,090101370022007,0.4280155642023346
5951,560991590022004,0.017699115044247787
6019,010010030261001,0.07194244604316546
5540,470522750262003,0.03007518796992481
4949,310450460222032,0.027522935779816515
5699,500821130022001,0.02669902912621359
61,030250400262002,0.0029850746268656717
181,050160210042003,0.0
4958,310450460222048,0.0
7348,150162990252916,0.079002079002079
2470,470980050261006,0.16342412451361868
4848,280060170042001,0.0
8622,480721500252034,0.46288798920377866
460,060161050022003,0.014705882352941176
8256,340490960042006,0.008602150537634409
1138,150162990252458,0.0009090909090909091
255,050160540042008,0.0
9010,560992020222015,0.013059701492537313
4644,190222030262016,0.0
4201,150162990252484,0.036544850498338874
3700,070161940022002,0.09978768577494693
8697,500820190261002,0.012958963282937365
6806,110180770261001,0.109717868338558
2290,400560070262003,0.01809954751131222
914,150162990252104,0.009380863039399626
6927,150162990252066,0.07473309608540925
8136,330482760262002,0.0
3698,070161720022001,0.7580174927113703
6830,11087003A262001,0.007407407407407408
1822,300910370041001,0.12459016393442623
3780,11012003C262005,0.004201680672268907
2614,500821180022009,0.0
4350,150162990252945,0.3712871287128713
3961,150162990252134,0.020833333333333332
1150,150162990252476,0.0718132854578097
8298,340491870262009,0.0
6947,150162990252094,0.008880994671403197
1898,310451290222017,0.02872531418312388
4107,150162990252357,0.04180602006688963
2689,510841860252042,0.2905525846702317
288,050160590042019,0.0
1027,150162990252284,0.06472491909385113
1195,150162990252714,0.24205378973105135
6122,041011220222013,0.032432432432432434
5847,531020110261001,0.07479224376731301
3959,150162990252132,0.0663265306122449
4125,150162990252376,0.0
1012,150162990252259,0.0954356846473029
2039,340490030042002,0.024242424242424242
1174,150162990252512,0.029154518950437316
7514,190220110021003,0.04285714285714286
1563,190222040261001,0.060066740823136816
5130,340490030042004,0.07945205479452055
7702,190222050262006,0.0
8737,500821190022001,0.24216524216524216
3824,120130100261001,0.29411764705882354
4402,160194320261001,0.056910569105691054
8895,540920760262003,0.094
8634,480723160042001,0.005235602094240838
7640,190222000262014,0.0
5927,560990910022001,0.0
2447,470711610042001,0.1590909090909091
3041,010750040262001,0.0
3402,060160910022001,0.0
4714,200962000262002,0.047619047619047616
3770,090101970041001,0.12244897959183673
3119,041011330042001,0.00234192037470726
3831,120170020262004,0.04722222222222222
7446,170534380042001,0.0
2212,350501240021001,0.1076923076923077
2576,500820090262002,0.17905405405405406
6608,070161450021001,0.08709677419354839
7,010011720221003,0.9792857142857143
8339,350501700042001,0.0031847133757961785
4084,150162990252319,0.020588235294117647
8949,560990900022001,0.0036900369003690036
5581,480720630022002,0.023255813953488372
6039,010690060262002,0.01015228426395939
8058,310453020262009,0.003875968992248062
2357,410570150031001,0.11440677966101695
6982,150162990252142,0.0
7129,150162990252366,0.03896103896103896
4961,310450460222051,0.05187319884726225
8062,310453030262001,0.0
3276,050160540042026,0.011428571428571429
7333,150162990252893,0.0
7564,190220480021003,0.12315270935960591
2918,15016299025268C,0.020072992700729927
7658,190222030262007,0.0
4149,150162990252409,0.01864035087719298
3804,110230040261001,0.046357615894039736
8817,510841860252046,0.0
2873,11012002C262005,0.003105590062111801
6055,010750120261001,0.045454545454545456
4864,280372240262004,0.07142857142857142
8134,330482760261001,0.12946428571428573
5658,490810410252016,0.0
7566,190220480022002,0.0
2642,500821960262006,0.011627906976744186
1412,190220110022001,0.0
5323,350502890042002,0.0
1367,170640050262007,0.018115942028985508
4249,15016299025264C,0.03194888178913738
2234,350590070262001,0.035211267605633804
5396,410570010262006,0.005952380952380952
5376,400560010261001,0.04229607250755287
8203,340490600262009,0.02553191489361702
6624,070161480022003,0.2924791086350975
2378,440630190242001,0.01834862385321101
5103,330482020261002,0.0
4118,15016299025236C,1.1176470588235294
4299,150162990252842,0.01289134438305709
1621,200933480262003,0.03722084367245657
8984,56099200U262002,0.049145299145299144
3479,060164010262003,0.011965811965811967
2031,330942380262002,0.03235294117647059
1753,260621850261001,0.109375
7369,150162990252954,0.0
8875,531020600261002,0.006944444444444444
720,090100040261003,0.16133518776077885
1216,150162990252809,0.0
4282,150162990252804,0.08450704225352113
6732,080891450222004,0.11987381703470032
1984,320460010261002,0.02534562211981567
5929,560990920022003,0.0
5912,560990860052006,0.028761061946902654
7386,150162990253761,0.0
4784,240470660042001,0.0
671,070161690021001,0.011834319526627219
2142,340490960042004,0.01182033096926714
1925,310453000262012,0.07588532883642496
7767,210610380262001,0.0
5803,530900510022001,0.01303780964797914
7818,240471150262009,0.07646176911544228
3601,070161460042003,0.04619565217391304
1441,190220410021009,0.034812880765883375
8519,440630500262007,0.003875968992248062
3648,070161570022001,0.1687612208258528
4352,150162990252951,2.311111111111111
7201,150162990252462,0.14699331848552338
4097,150162990252341,0.06578947368421052
3819,110870040262006,0.0
313,050160640042012,0.004608294930875576
8509,440630470042002,0.01910828025477707
6872,130141860022001,0.016260162601626018
175,050160150042019,0.016359918200409
6898,130581350022006,0.07547169811320754
2091,340490600262009,0.12348993288590604
4809,240473080262010,0.013404825737265416
8433,410570070262004,0.003125
2641,500821960261001,0.07792207792207792
8833,530900850022001,0.01764705882352941
1248,150162990252901,0.013888888888888888
4982,310451290222009,0.0016051364365971107
5246,340491090022006,0.0
7890,280372280261002,0.04492512479201331
461,060161050022004,0.008064516129032258
3861,130410030042001,0.0
2577,500820190261002,0.05233219567690557
4472,170640870252003,0.002777777777777778
1438,190220330022007,0.0024271844660194173
5334,390550020261001,0.00784313725490196
169,050160150042008,0.02574002574002574
4666,190222040262018,0.007173601147776184
2446,470711440032001,0.0
7266,15016299025267C,0.027777777777777776
1664,211000010262002,0.08860759493670886
113,041011400041001,0.1526032315978456
7043,150162990252236,0.07582938388625593
5155,340490460041001,0.003076923076923077
495,070161180041004,0.0453257790368272
8967,560991220022014,0.002079002079002079
8311,34049900025201C,0.034722222222222224
2928,15016299025281C,0.0449438202247191
3394,060160890022006,0.0
6742,080892030261001,0.07575757575757576
8375,390550610252019,0.2112676056338028
7683,190222040262015,0.0
6890,130580020032001,0.0
8303,340492200262001,0.009615384615384616
5642,490810400222011,0.1183206106870229
1817,300771000262004,0.2446043165467626
8716,500821040021001,0.1171875
5535,470521700222008,0.026365348399246705
7963,310450460222022,0.018867924528301886
6276,050160540042007,0.0
6007,56099365U262006,0.0017391304347826088
4641,190222030262013,0.0
2482,470981450042001,0.0037735849056603774
7761,210610010261001,0.1262135922330097
452,060161030022002,0.003389830508474576
7904,300020010222004,0.023809523809523808
1685,240320540022004,0.012453300124533
4508,190220160021004,0.044407894736842105
1590,190222040262026,0.0
2293,400560090262004,0.013392857142857142
1270,150162990252936,0.1372093023255814
1057,150162990252337,0.005221932114882507
2137,340490950262008,0.0
878,150162990252051,0.011204481792717087
8923,56099033C042008,0.006880733944954129
6728,080432110261001,0.3064516129032258
2098,340490600262017,0.23452157598499063
822,120800010262008,0.03008849557522124
4754,211000020262005,0.016728624535315983
1098,150162990252395,0.008333333333333333
3415,060160960022002,0.005154639175257732
4811,240473080262012,0.0108499095840868
660,070161630022002,0.7371134020618557
1619,200930170242001,0.02142857142857143
1456,190220450022010,0.0
4947,310450460222029,0.0106951871657754
3527,070161240022005,0.0031847133757961785
2798,560990860052007,0.0481283422459893
8325,350500950042001,0.04838709677419355
3528,070161250021001,0.037209302325581395
6178,041013230261002,0.010101010101010102
3502,07016113A022002,0.0013157894736842105
5565,470980050261006,0.08541392904073587
970,150162990252193,0.04316546762589928
3626,070161500022002,0.07389162561576355
1327,170200180262005,0.0
5968,560992020221004,0.054679284963196635
942,150162990252147,0.22265625
8754,500821890221007,0.43706777316735823
7574,190220580022004,0.0
9016,56099207U261002,0.039660056657223795
8462,410570100262024,0.10896130346232179
555,070161400021003,0.0735042735042735
3802,110230010262002,0.0446927374301676
4596,190221800041001,0.20553359683794467
6488,060161060022001,0.0
7332,150162990252892,0.09012875536480687
3744,090100040262021,0.01839080459770115
2280,400421000262008,0.0
7447,170540210262004,0.0
7116,150162990252349,0.0
8652,480723270262006,0.032407407407407406
6565,070161300022012,0.023809523809523808
7727,200960060042001,0.0
4645,190222030262017,0.0
1395,190220020022005,0.004418262150220913
898,150162990252086,0.0547945205479452
8307,340492200262005,0.0
3947,150162990252112,0.05240174672489083
1215,150162990252807,0.1610337972166998
6074,030110080262003,0.0
5814,530900860022005,0.11486486486486487
432,060160990022014,0.0010298661174047373
7831,240473080262011,0.008658008658008658
4482,190220040022002,0.030456852791878174
3778,11012002C262003,0.01015228426395939
2639,500821890222055,0.0026109660574412533
189,050160210042015,0.0
6026,010011720222006,0.1509433962264151
6118,041011220222007,0.12794612794612795
6833,110870040262006,0.0
5161,340490460042006,0.008571428571428572
6337,050160650041007,0.01066350710900474
8671,490810400222021,0.056511056511056514
2897,15016299025240C,0.29737206085753803
4095,150162990252339,0.026627218934911243
6775,090101370021003,0.8975791433891993
2215,350501250022002,0.060453400503778336
6859,130140010262002,0.0110803324099723
3189,050160210041002,0.1059001512859304
3917,150162990252070,0.023231256599788808
7084,150162990252296,0.0
8242,340490790022002,0.01098901098901099
6481,060161030022008,0.0
8767,510652130262001,0.035398230088495575
5169,340490560022002,0.0
6724,080432050262002,0.05263157894736842
3308,050160620042009,0.0
6889,130580010032001,0.0
3825,120130100262001,0.0
3065,030250100262002,0.004784688995215311
805,120130250262004,0.004514672686230248
8245,340490950262003,0.00267379679144385
7004,150162990252181,0.03231017770597738
471,070161040022001,0.0
2118,340490730042004,0.0
4490,190220070022002,0.0
4495,190220110021003,0.11737089201877934
8939,560990860052013,0.0395778364116095
254,050160540042007,0.0
7619,190221810042001,0.003401360544217687
739,090101160221002,1.8712765957446809
3370,060160840021002,0.0
1288,150162990252967,0.009195402298850575
890,150162990252070,0.028769841269841268
6328,050160630022012,0.0
1729,260290020261001,0.08
4048,150162990252266,0.05363984674329502
4504,190220150022001,0.013550135501355014
6684,070161620022008,0.07102272727272728
5128,340490030041006,0.5843989769820972
4009,150162990252209,0.01288659793814433
5193,340490670051003,0.04424778761061947
5748,51084003A262003,0.027692307692307693
8306,340492200262004,0.0
23,010690270262002,0.0045662100456621
4834,260343280242004,0.0
5663,490811000262007,0.0
5285,340492200262005,0.0
4896,300391860262010,0.046798029556650245
8743,500821750022003,0.08303249097472924
6220,050160250022005,0.01228878648233487
3420,060160970022001,0.005449591280653951
2346,410570110262007,0.03535353535353535
1088,150162990252382,0.08858858858858859
7422,160194320262001,0.009868421052631578
7187,150162990252446,0.0
695,080431200222002,0.0
5108,330482050262021,0.05234159779614325
5939,560991220022005,0.002178649237472767
4659,190222040262009,0.010084033613445379
4780,240322010042003,0.0
960,150162990252180,0.10361445783132531
8485,440630120262002,0.0
4319,150162990252895,0.01949317738791423
2598,500821050021001,0.16228070175438597
733,090100040262027,0.041758241758241756
6233,050160280022003,0.0
2982,56099201U262008,0.11498257839721254
7752,210281880261001,0.0
2933,15016900025201C,0.1291139240506329
2345,410570110261006,0.8473011363636364
4890,300391300042001,0.04700854700854701
6940,150162990252086,0.004662004662004662
8489,440630150042001,0.004123711340206186
7152,150162990252394,0.0035087719298245615
879,150162990252052,0.15301724137931033
5427,410570090262013,0.024509803921568627
3607,070161480021002,0.44155844155844154
3480,060164010262004,0.004918032786885246
4380,160194270262004,0.0
680,070161700022012,0.18072289156626506
340,050160720022002,0.0
5679,500820600261001,0.058823529411764705
4628,190222030261009,0.05520702634880803
5379,400560020261001,0.17647058823529413
6272,050160540042002,0.010309278350515464
6793,11012002C262005,0.0
4294,150162990252829,0.01597444089456869
4071,15016299025229C,0.002145922746781116
3661,070161610021003,0.3484013230429989
1829,300910840262005,0.24375
579,070161440022009,0.0
2510,480721500252052,0.6185567010309279
2499,480721500252011,0.16585365853658537
5156,340490460041002,0.055944055944055944
1265,150162990252926,0.006880733944954129
6977,150162990252135,0.023605150214592276
5902,560990840022001,0.039285714285714285
1972,320380040261002,0.029900332225913623
4646,190222030262018,0.0
1117,150162990252421,0.0367965367965368
1398,190220040022002,0.0
3313,050160630022006,0.0017482517482517483
8605,480720630022002,0.003663003663003663
9,010011720222006,0.009478672985781991
6991,150162990252155,0.0
7975,310450460222038,0.051194539249146756
2497,480721500251015,0.033444816053511704
5560,470980020261002,0.21844660194174756
4032,150162990252242,0.028871391076115485
4155,150162990252416,0.016453382084095063
2336,410570100262001,0.02735562310030395
8606,480720660022001,0.012345679012345678
2207,350500790042001,0.09523809523809523
2974,56099157C042004,0.0
8703,500820600261001,0.12280701754385964
2315,410570070262003,0.0412621359223301
77,030680030262003,0.02936096718480138
833,130140600022001,0.003816793893129771
6115,041011220221005,0.6741463414634147
6810,110213020261001,0.0
6402,060160890021002,0.12431243124312431
6945,150162990252092,0.011627906976744186
95,040042000262005,0.0
5325,350504250262001,0.0
2043,340490060021001,0.46083788706739526
4712,200961120042002,0.0
6996,150162990252167,0.013386880856760375
8166,340490340042006,0.024958402662229616
1886,310451290221004,0.17480719794344474
3633,070161520022002,0.11522633744855967
5153,340490410042003,0.00725689404934688
7592,190220660021001,0.0821529745042493
4923,310450460221007,0.0804416403785489
8728,500821180021013,0.25688073394495414
2777,540921180242020,0.2727272727272727
2175,340491160262005,0.014787430683918669
3820,11087005A262003,0.011363636363636364
8846,530901080022008,0.0
1976,320380090261002,0.06597222222222222
5797,530601890261001,0.08441558441558442
3082,030680020262003,0.0
7599,190220680022004,0.003401360544217687
8159,340490060022008,0.006578947368421052
7096,150162990252315,0.0015128593040847202
3832,120170020262007,0.0
1996,320460530022005,0.0
6817,110230030262002,0.0
2060,340490380022002,0.03626943005181347
6082,030250400262008,0.003436426116838488
3749,090100070261005,0.031007751937984496
467,060164010261001,0.0410958904109589
211,050160280022003,0.01240694789081886
1646,210281680262004,0.0
7025,150162990252210,0.0
2451,470712220261001,0.0
4664,190222040262016,0.0017825311942959
3803,110230030262002,0.0
1827,300910660222001,0.6402877697841727
2871,11012002C261002,0.12244897959183673
7786,240320010262004,0.003105590062111801
2170,340491160261003,0.39626783754116357
5724,500821870262008,0.0668693009118541
123,041012050252018,0.06262626262626263
7268,150162990252700,0.033816425120772944
2178,340491180261003,0.0473186119873817
494,070161170022005,0.0
4872,280372290261001,0.10526315789473684
6110,040042000261001,0.2801418439716312
8030,310453000261008,0.08547008547008547
3482,070161040022001,0.0
5113,330482760262001,0.0
1020,150162990252270,0.030864197530864196
56,030110140242001,0.030864197530864196
7460,170640030262001,0.0
5462,440630120262002,0.0
7809,240470880262004,0.05806451612903226
8610,48072150025027C,0.4356060606060606
2771,540921180241020,0.7095541401273885
8466,410570110262015,0.05102040816326531
3413,060160960021004,0.07279029462738301
2989,56099255U261001,0.08882521489971347
5785,510841860252032,0.0
5314,350501410022009,0.16267942583732056
6318,050160620042008,0.0
1440,190220340022002,0.0
3430,060160980022002,0.005671077504725898
1726,240473080262016,0.013043478260869565
3386,060160880022005,0.016129032258064516
3937,150162990252100,0.05203252032520325
5466,440630150042001,0.02208835341365462
293,050160620042002,0.0
3888,130584010262002,0.09154929577464789
2483,480720620022001,0.2543859649122807
7520,190220130022002,0.0
1805,300391860261002,0.815068493150685
3465,060161030022005,0.007677543186180422
3764,090101370022006,0.3651685393258427
4990,310451310221004,0.48380566801619435
399,060160940022001,0.11754068716094032
8900,540921180242013,0.012987012987012988
1616,200830030262010,0.0
2996,56099365U262001,0.09311224489795919
1715,240473080262005,0.022181146025878003
7377,150162990252965,0.018741633199464525
2100,340490600262021,0.042662116040955635
6213,050160230022001,0.0
2224,350501850042001,0.03524229074889868
4623,190222000262018,0.0
6884,130410990042001,0.0
5615,480723210262008,0.022598870056497175
4162,150162990252426,0.02677376171352075
8753,500821880222001,0.16326530612244897
6629,070161490021004,0.14948453608247422
4895,300391860262009,0.0
1578,190222040262013,0.008097165991902834
8523,440631580222004,0.0
7536,190220330022001,0.0
904,150162990252093,0.027522935779816515
7679,190222040262009,0.05067567567567568
7465,170640050261005,0.027611044417767107
8712,500820900042003,0.0
3063,030110080262003,0.0
4971,310451010222007,0.0
5566,470980050262005,0.0
482,070161110021001,0.08440797186400938
6163,041012050252067,0.19248826291079812
5666,490812000262006,0.030534351145038167
7149,150162990252389,0.06115107913669065
1632,200970010262002,0.29936305732484075
2578,500820190262003,0.010321100917431193
6174,041013210261001,0.006349206349206349
145,041012050252085,0.13898916967509026
4816,260290010261001,0.0
3344,050160680022004,0.0
5201,340490700022004,0.0
5819,530901080021002,0.1339031339031339
2676,510841860252017,0.20080321285140562
8838,530900860022005,0.03816793893129771
6056,010750120262001,0.03827751196172249
8334,350501410022005,0.013927576601671309
3467,060161030022007,0.034106412005457026
6158,041012050252054,0.289738430583501
4766,240320010262004,0.006134969325153374
371,060160870022010,0.0
8246,340490950262005,0.007142857142857143
6917,150162990252046,0.005681818181818182
726,090100040262011,0.2058165548098434
2786,560990810022001,0.0
7943,310450460221005,0.17748344370860927
2326,410570080262003,0.0
6921,150162990252053,0.0
7711,200330100262004,0.01240694789081886
582,070161450022002,0.0
2145,340491020041002,0.0
8565,470711440032001,0.0
3573,070161400022005,0.0022522522522522522
1072,150162990252362,0.034782608695652174
5917,560990860052020,0.05048076923076923
5147,340490370022003,0.006172839506172839
1528,190222000262002,0.0
5504,440631650032002,0.006276150627615063
8507,440630470041006,0.03084223013048636
728,090100040262017,0.15876777251184834
7157,150162990252400,0.0041841004184100415
3085,030680030262003,0.04107142857142857
8772,51084003A262003,0.0
2135,340490950262006,0.0
7065,150162990252268,0.006896551724137931
2335,410570100261003,0.400208986415883
4686,200240010262001,0.05011389521640091
8917,56099030C042007,0.0
6969,150162990252126,0.010230179028132993
8405,400560060262001,0.0033003300330033004
7778,211000040261001,0.02564102564102564
7159,150162990252402,0.003616636528028933
4058,150162990252281,0.04404145077720207
7996,310451290221003,0.12875536480686695
3669,070161620022005,0.012315270935960592
6607,070161440022010,0.0045871559633027525
1376,170640050262017,0.05194805194805195
5233,340490960042005,0.021333333333333333
3738,090100040262008,0.014736842105263158
2394,440630470042008,0.020872865275142316
2554,490810400222026,0.127208480565371
6131,041011340042001,0.0
2169,340491140022003,0.020964360587002098
2735,530907030262001,0.031746031746031744
5749,51084003A262004,0.01348747591522158
7864,260621850262004,0.001736111111111111
6398,060160880022005,0.0
2011,330362350261001,0.2727272727272727
7672,190222040261006,0.03182256509161042
6388,060160860022001,0.019667170953101363
6880,130410800021001,0.07603686635944701
3070,030250400262006,0.0
6140,041012050252014,0.10783055198973042
6828,110703020262001,0.0
1416,190220130021001,0.004
4225,150162990252516,0.00423728813559322
7482,170640070261001,0.023255813953488372
6343,050160650042014,0.0078125
8440,410570070262011,0.014522821576763486
755,090101880042001,0.10606060606060606
3854,130140600022001,0.0
3177,050160150042005,0.0
7303,150162990252811,0.0
1183,150162990252605,0.01303538175046555
2755,531021400262003,0.0
7743,210280470041002,0.06796116504854369
5537,470522710262005,0.0
3987,150162990252179,0.29081632653061223
8668,490810400222016,0.009174311926605505
961,150162990252181,0.08152958152958154
8522,440631580222003,0.0
2791,560990860051004,0.4270205066344994
634,070161570022001,0.22202797202797203
8698,500820190262003,0.0
5172,340490600261002,0.5383759733036707
7224,150162990252494,0.011435832274459974
261,050160540042018,0.0
8044,310453000262021,0.11149825783972125
6287,050160540042026,0.0
379,060160890021002,0.07953340402969247
1283,150162990252961,0.06406685236768803
3146,041012050252051,1.5212922173274597
1140,150162990252460,0.11231101511879049
3591,070161440022005,0.003194888178913738
6316,050160620042004,0.0033222591362126247
5259,340491140022003,0.01904761904761905
3259,050160540041019,0.009216589861751152
6559,070161300021002,0.03800475059382423
2441,470522200022001,0.0
8914,56099030C042004,0.0
7932,300910170222002,0.0
5046,310453030262009,0.0
893,150162990252079,0.010443864229765013
532,070161300021002,0.14039408866995073
900,150162990252088,0.2602739726027397
3602,070161460042005,0.028795811518324606
4094,150162990252337,0.0158311345646438
3930,150162990252092,0.00946969696969697
542,070161320022002,0.13262599469496023
1264,150162990252924,0.017980636237897647
2138,340490960041002,0.005154639175257732
4773,24032060C042001,0.030226700251889168
4553,190220580022002,0.0
669,070161680042001,0.02358490566037736
2870,07016113A022004,0.0103397341211226
2371,440630150042001,0.026
5945,560991220022016,0.013071895424836602
8839,530900860022008,0.01818181818181818
7762,210610010262001,0.009174311926605505
8390,400070420262001,0.0
1838,310450460222006,0.010498687664041995
6657,070161550022002,0.005449591280653951
523,070161270022004,0.0033003300330033004
7572,190220580022002,0.013157894736842105
6274,050160540042005,0.0017793594306049821
9023,56099255U262001,0.0017543859649122807
3615,070161480022010,0.6908212560386473
1408,190220100021001,0.0223463687150838
1103,150162990252401,0.031746031746031744
4746,210610010262010,0.009569377990430622
6361,050160710022001,0.0218408736349454
3645,070161550022004,0.8756906077348067
4562,190220580022014,0.002512562814070352
3772,090101970042002,0.02459016393442623
8418,410570010262006,0.0
7927,300733000262003,0.043478260869565216
129,041012050252034,0.4676258992805755
264,050160540042023,0.0
1684,240320540021006,0.16976127320954906
8039,310453000262016,0.011848341232227487
8561,470522710262005,0.0
7281,150162990252743,0.004273504273504274
3183,050160150042013,0.0
3117,041011310042003,0.014084507042253521
4807,240473080262008,0.001736111111111111
5805,530900520021001,0.04631578947368421
1699,240470880262004,0.06964285714285715
4927,310450460222006,0.01699029126213592
7979,310450460222047,0.004201680672268907
1340,170534290042004,0.22317596566523606
172,050160150042013,0.028846153846153848
8448,410570090262012,0.0
8482,440630030032001,0.0
235,050160360022004,0.0
4388,160194280262006,0.08904109589041095
6030,010011720223004,0.0
3711,080432060262002,0.015810276679841896
5779,510841860252021,0.0
8296,340491870262002,0.0
8047,310453000262025,0.08529048207663782
4004,150162990252202,0.05555555555555555
4868,280372280261002,0.07538461538461538
3040,010750040261002,0.0
7298,150162990252805,0.0035460992907801418
5907,560990860052001,0.07207207207207207
8354,390550010261001,0.009523809523809525
8157,340490060022006,0.046948356807511735
1147,150162990252472,0.0771513353115727
2433,450791380262002,0.033112582781456956
2619,500821600042001,0.03386454183266932
1633,200970030262002,0.01881720430107527
8243,340490950261002,0.0
8963,560991220022005,0.010775862068965518
5955,560991610022004,0.0055248618784530384
7512,190220100022002,0.0
5251,340491120022002,0.0
1197,150162990252726,0.01078894133513149
5304,350501220021006,0.23381294964028776
5276,340491870262009,0.057971014492753624
4597,190221800042002,0.1329479768786127
1369,170640050262009,0.0
587,070161460042003,0.01020408163265306
4256,150162990252706,0.05246913580246913
4959,310450460222049,0.002890173410404624
2739,530907090262003,0.0018867924528301887
7926,300733000262002,0.14473684210526316
6257,050160360022004,0.0
2872,11012002C262003,0.005194805194805195
3921,150162990252080,0.030303030303030304
5078,320460020262004,0.0
2827,560991220022014,0.0
8997,560992020221008,0.07743785850860421
5273,340491870261003,0.27545909849749584
402,060160960021004,0.028428093645484948
3332,050160650042014,0.0026666666666666666
6044,010691170222001,0.022292993630573247
5655,490810410252009,0.09768637532133675
7286,150162990252768,0.006600660066006601
8195,340490600261003,0.4896142433234421
6291,050160540042030,0.0
1194,150162990252706,0.0028735632183908046
4116,150162990252368,0.024896265560165973
7746,210280990262001,0.0
4364,150162990252967,0.006944444444444444
