,rcdts,total_incidents
7621,190221810042004,0.0
6542,070161250022003,0.0
4745,210610010262006,0.0
7054,150162990252254,4.0
6600,070161435022010,0.0
5363,390740250262006,6.0
8043,310453000262020,12.0
2701,530900500022002,110.0
5011,310453000262003,14.0
2673,510841860252013,23.0
5971,560992020221007,175.0
4292,150162990252826,11.0
1748,260621030261001,10.0
7471,170640050262008,0.0
4806,240473080262007,10.0
6681,070161620022001,0.0
6882,130410800022008,260.0
5796,530601260262002,14.0
4742,210610010262001,7.0
6739,080892010262003,52.0
5618,480723230261001,94.0
54,030110080262001,5.0
5594,480721500252010,55.0
5214,340490750022005,2.0
7561,190220450022013,7.0
5499,440631580222004,0.0
4008,150162990252207,4.0
8255,340490960042005,1.0
4874,280372290262004,0.0
7250,15016299025259C,16.0
228,050160350021001,10.0
4673,190222040262025,1.0
1338,170534290041001,64.0
971,150162990252194,27.0
7155,150162990252398,0.0
3706,080431190221001,5.0
5213,340490750022003,24.0
886,150162990252066,25.0
2418,440632000262009,0.0
3584,070161435022001,5.0
7758,210440430032001,0.0
6702,070161700022002,25.0
6495,070161040022001,2.0
2216,350501410021009,123.0
4557,190220580022006,0.0
6619,070161470022007,0.0
1432,190220330021006,47.0
103,041011220222013,18.0
7951,310450460222008,0.0
7937,300910660221001,14.0
6236,050160290022002,0.0
8194,340490600261002,225.0
7852,260343170042005,4.0
1114,150162990252416,8.0
4067,150162990252293,6.0
7813,240471150262003,2.0
1018,150162990252268,23.0
1420,190220150022001,2.0
4891,300391400042001,0.0
3506,070161170022003,12.0
4001,150162990252195,17.0
5943,560991220022014,0.0
1831,310450460221004,135.0
8699,500820190262006,2.0
2257,390550610252011,66.0
5267,340491160262007,0.0
4979,310451290222006,0.0
1765,280061150021001,28.0
8803,510841860252021,0.0
2936,15016904025201C,0.0
6596,070161435021003,96.0
918,150162990252109,0.0
6795,11012004C262003,5.0
7275,150162990252726,2.0
5095,320461110252013,24.0
7455,170540880022005,11.0
8131,330482080262001,13.0
6267,050160540041001,3.0
2419,440632000262010,21.0
1212,150162990252804,5.0
2456,470712260261001,20.0
8926,560990840022001,0.0
8973,56099157C042004,0.0
7082,150162990252293,2.0
7771,211000020261002,37.0
3846,130140030262001,12.0
85,040041000262003,18.0
3221,050160280022002,0.0
7353,150162990252922,25.0
3757,090101160222008,92.0
1300,160194270262005,2.0
2863,560992030042001,10.0
1229,150162990252856,2.0
6667,070161590021001,164.0
8436,410570070262007,14.0
7594,190220660022004,1.0
4824,260290660251002,244.0
1721,240473080262011,3.0
1221,150162990252828,71.0
152,041013210261001,1.0
670,070161680042002,0.0
2661,510840110262001,0.0
5678,500820400262002,5.0
8670,490810400222019,3.0
4320,150162990252896,17.0
921,150162990252113,5.0
2048,340490240042001,3.0
6951,150162990252098,0.0
4558,190220580022007,0.0
4757,211000030262001,1.0
6854,120510200261007,9.0
8680,490810410252010,19.0
8238,340490760022003,0.0
6842,120130350262008,0.0
901,150162990252089,14.0
455,060161030022006,0.0
1132,150162990252452,76.0
3161,041013200262004,14.0
1163,150162990252497,21.0
79,030680120262003,1.0
5243,340491090021005,6.0
5687,500820900042002,0.0
2606,500821160022001,228.0
7728,200960140042001,0.0
2977,56099201U261002,692.0
140,041012050252066,86.0
3870,130410990042001,0.0
6248,050160340042005,4.0
8760,500821890222056,7.0
589,070161460042006,0.0
6770,090101160222007,9.0
6281,050160540042013,0.0
6697,070161680042001,56.0
8517,440630500261002,231.0
5067,320380090262003,13.0
5695,500821050022002,41.0
4052,15016299025226C,0.0
6510,070161110022006,0.0
5200,340490700022002,0.0
5518,450670040262001,0.0
4964,310450460222054,5.0
8329,350501240022003,3.0
4522,190220330022007,5.0
4220,150162990252507,6.0
836,130141415022001,0.0
7124,15016299025235C,0.0
8183,340490460042006,0.0
7842,260290030262003,0.0
8383,390740250261002,14.0
3023,010090150262003,6.0
4999,310451310222012,20.0
6876,130410050042002,0.0
7053,150162990252252,4.0
3962,150162990252135,52.0
7840,260290020262006,4.0
1188,150162990252634,102.0
8469,410570110262029,76.0
3455,060161010022002,0.0
497,070161180042003,7.0
4205,15016299025248C,95.0
5408,410570070261001,368.0
4033,150162990252244,41.0
3579,070161420022004,9.0
820,120510200262007,19.0
8964,560991220022008,10.0
899,150162990252087,15.0
4404,170200150261002,109.0
6002,56099365U261006,43.0
5728,500821880221001,41.0
5225,340490950262006,4.0
5202,340490700022006,0.0
7929,300771010262005,94.0
7662,190222030262014,0.0
2316,410570070262004,1.0
6765,090100070262007,0.0
3558,070161330022001,16.0
5841,530907090262004,0.0
5117,330664040262002,0.0
5624,480723230262006,5.0
4865,280372250262003,0.0
4681,190222050262005,2.0
1250,150162990252903,0.0
4345,150162990252935,1.0
192,050160230022004,0.0
8172,340490380022002,6.0
3126,041012050251008,1295.0
3199,050160210042014,0.0
5343,390550110261002,12.0
650,070161610022006,3.0
5918,560990860052022,43.0
2744,531020060262001,0.0
2386,440630470041004,28.0
7569,190220580021014,13.0
1720,240473080262010,3.0
4762,211000050262001,11.0
2535,490810340021001,168.0
4849,280060840042001,0.0
6821,110230060262003,0.0
5268,340491180261003,74.0
4181,150162990252458,3.0
824,130140010262002,8.0
3158,041012050252087,49.0
7269,150162990252703,3.0
2630,500821870262010,247.0
1671,211000020262007,20.0
7729,200960170042001,1.0
4163,150162990252428,43.0
3752,090100080262001,8.0
6444,060160990021002,388.0
4470,170640190262002,0.0
1330,170530080262001,0.0
5541,470711440032001,0.0
8315,350500020262002,0.0
5771,510841860252010,0.0
6738,080892000262001,3.0
4338,150162990252922,64.0
469,060164010262004,0.0
1912,310451310222014,29.0
6571,070161330022001,30.0
4608,190222000261017,57.0
4716,200970010262002,8.0
5767,510840160262001,8.0
5842,531020010042001,13.0
6692,070161670021002,0.0
1888,310451290221006,76.0
7052,15016299025224C,0.0
303,050160630022009,2.0
3751,090100070262007,0.0
722,090100040261007,22.0
2521,480723220262002,0.0
675,070161700022005,21.0
2116,340490730042001,28.0
5357,390550610252032,79.0
6171,041013200262003,0.0
3307,050160620042008,0.0
1360,170640050261003,39.0
6468,060161010022002,0.0
5228,340490960041002,5.0
8114,320461110252009,6.0
6308,050160590042016,4.0
5926,560990910021001,37.0
6733,080891450222005,109.0
3499,070161110022010,0.0
1433,190220330022001,2.0
6915,15016299025110C,31.0
8524,440631580222005,0.0
3464,060161030022004,5.0
6396,060160880022001,0.0
7854,260343270042002,4.0
7322,150162990252864,0.0
8202,340490600262008,13.0
1555,190222030262008,0.0
5626,480723260262004,0.0
6598,070161435022006,20.0
5417,410570070262010,25.0
161,050160150041016,61.0
55,030110080262003,4.0
7296,150162990252802,7.0
953,150162990252167,17.0
4462,170640050262019,0.0
7493,170640870252009,5.0
3663,070161610022002,18.0
7961,310450460222020,12.0
5986,560992020222016,21.0
3887,130584010261001,0.0
1550,190222030262003,0.0
3079,030262030262009,28.0
2766,540920110261001,460.0
8002,310451290222007,10.0
545,070161350021004,9.0
2010,320462590042001,82.0
3335,050160650042020,0.0
2816,560991140021001,2.0
31,010750030262001,0.0
5892,56099030C042006,0.0
5174,340490600261004,285.0
4126,150162990252380,191.0
8027,310453000261001,610.0
1377,170640050262018,2.0
3106,041011220222006,29.0
7878,280061150022007,0.0
8970,560991220023001,0.0
1625,200960170042001,3.0
300,050160620042012,0.0
1597,190222050262005,1.0
3191,050160210041007,57.0
8395,400421000262006,0.0
299,050160620042011,0.0
8023,310451310222014,68.0
6939,150162990252083,10.0
1714,240473080262004,18.0
7920,300391960262003,1.0
7892,280372280262004,10.0
6589,070161420021001,57.0
3021,010050010261002,41.0
4311,150162990252876,70.0
2230,350502890042003,1.0
1852,310450460222022,38.0
5141,340490340041002,127.0
3941,150162990252104,4.0
3405,060160920022001,85.0
6843,120170010262002,9.0
2943,24032060C042001,20.0
5923,56099088A022001,58.0
1159,150162990252490,41.0
9030,56099365U262002,18.0
1649,210281880262003,0.0
7977,310450460222043,10.0
6255,050160360022002,0.0
3650,070161580022001,2.0
428,060160990022008,2.0
7699,190222050262003,0.0
3195,050160210042009,1.0
3576,070161420021001,45.0
4546,190220480022001,0.0
5884,560990170022001,1.0
6948,150162990252095,6.0
7481,170640050262019,0.0
1350,170540270022007,1.0
6528,070161220022003,12.0
3408,060160925022003,3.0
111,041011330042001,0.0
2026,330664040262001,0.0
8427,410570050262004,2.0
1269,150162990252935,6.0
5341,390550090262001,0.0
1344,170540210262004,0.0
716,090100010262002,20.0
2886,15016299025219C,36.0
418,060160980022001,32.0
5249,340491120021001,31.0
3666,070161620021004,193.0
8826,530900500022002,86.0
5183,340490600262011,0.0
3000,56099365U262008,18.0
7220,15016299025248C,0.0
2437,470521700221001,247.0
6832,110870040262003,0.0
1534,190222000262011,0.0
5516,450670030262001,0.0
2699,530601910262003,8.0
1236,150162990252877,27.0
6434,060160970022005,0.0
4093,150162990252334,3.0
1462,190220480022001,1.0
5059,31045900025201C,0.0
274,050160570022005,1.0
7279,150162990252739,1.0
4916,300910660222001,0.0
1324,170200150262004,30.0
5496,440631580221002,96.0
357,060160830022004,23.0
6897,130581330022001,0.0
5109,330482080262001,11.0
6177,041013220262001,0.0
333,050160680022004,0.0
8935,560990860052005,1.0
5279,340492200261003,14.0
2650,510840010262001,15.0
6777,090101370022002,98.0
6652,070161530022002,74.0
6411,060160900022001,0.0
7565,190220480022001,0.0
8503,440630460031001,7.0
8715,500820900042006,17.0
2662,510840140261001,109.0
4524,190220340022002,1.0
1935,310453000262025,23.0
2829,560991220022016,3.0
7581,190220580022014,4.0
6334,050160640042011,2.0
1824,300910370042003,4.0
8262,340491030022002,0.0
1453,190220450021006,47.0
6717,080083140261001,84.0
6470,060161020021004,3.0
2044,340490060022002,0.0
6429,060160960022005,1.0
510,070161240022002,7.0
4258,150162990252714,83.0
681,070161700022013,0.0
171,050160150042010,0.0
1405,190220070021004,43.0
1737,260290660252008,0.0
6412,060160900022005,0.0
1854,310450460222025,10.0
6480,060161030022007,29.0
8475,410570150031001,87.0
348,060160780022001,1.0
4478,190220020021001,133.0
7632,190222000262006,0.0
7911,300390950022008,15.0
427,060160990022006,6.0
4954,310450460222042,2.0
2177,340491160262007,0.0
3411,060160950021001,0.0
2621,500821750021001,56.0
7123,150162990252358,0.0
2736,530907090261005,20.0
8665,490810400222007,5.0
7523,190220150022001,3.0
8641,480723220262002,0.0
3530,070161250022004,2.0
6038,010690010262006,1.0
5132,340490030042006,39.0
3693,070161700022011,20.0
7797,240322010041002,60.0
3112,041011220222014,27.0
941,150162990252145,20.0
3840,120510200261007,0.0
389,060160900022005,0.0
6414,060160910022001,0.0
8945,560990860052027,8.0
221,050160340041007,17.0
5740,510652020262003,0.0
5222,340490950261003,6.0
5800,530601910262003,31.0
442,060161010021006,2.0
5676,500820190262007,2.0
3618,070161490021006,37.0
5966,560992020221002,54.0
7822,240473080261005,132.0
2813,560990920022003,0.0
544,070161330022001,25.0
4589,190220930042001,0.0
6823,110230950252003,0.0
4463,170640070261001,4.0
3795,110213010262002,0.0
58,030250200262003,8.0
7547,190220410022003,18.0
5548,470712230261001,37.0
7775,211000020262007,5.0
5503,440631650031001,60.0
262,050160540042019,1.0
7090,150162990252306,3.0
7032,150162990252220,0.0
8613,480721500251003,248.0
212,050160280022006,0.0
125,041012050252022,93.0
4617,190222000262010,56.0
8459,410570100262020,2.0
3897,15016299025049C,0.0
6834,11087005A262003,6.0
4317,150162990252892,42.0
6146,041012050252024,265.0
8631,480722650261001,29.0
167,050160150042006,10.0
6290,050160540042029,0.0
672,070161690022002,3.0
2720,530901080022004,0.0
3327,050160650041012,29.0
3053,030030020262004,6.0
4335,150162990252919,58.0
10,010011720222009,3.0
8290,340491180261003,20.0
7494,170640870252011,34.0
4315,150162990252886,45.0
8612,480721500251002,87.0
291,050160620041003,3.0
4358,150162990252960,44.0
3644,070161550022002,15.0
2075,340490500042005,0.0
4333,150162990252916,34.0
6628,070161480022010,49.0
4002,150162990252198,14.0
3444,060160990022015,4.0
5580,480720630021001,80.0
7256,15016299025261C,2.0
2969,56099033C042008,1.0
4744,210610010262003,50.0
2249,390550110261002,25.0
7706,200240010262001,11.0
4013,150162990252213,21.0
1503,190220890042006,7.0
870,130587220262001,13.0
1379,170640070261001,3.0
6483,060161050022002,12.0
7214,15016299025247C,0.0
5262,340491160262001,18.0
4903,300732040042001,0.0
4150,15016299025240C,0.0
117,041012050251006,1025.0
5933,560991140022001,3.0
1388,170640870252003,2.0
1334,170530740272001,2.0
3363,060160810021001,10.0
2283,400560010262006,3.0
6699,070161690021001,4.0
1846,310450460222015,27.0
2054,340490340042006,5.0
8200,340490600262006,21.0
1520,190221810042007,0.0
51,030110040261001,28.0
472,070161040022003,0.0
3064,030110140242001,5.0
2107,340490670052007,5.0
7777,211000030262001,5.0
6403,060160890022001,0.0
8392,400310030262002,12.0
782,110213060262002,16.0
1231,150162990252864,0.0
1273,150162990252943,49.0
6506,070161110021001,81.0
7709,200300070262001,2.0
7997,310451290221004,61.0
3719,080891450222005,94.0
2324,410570070262012,16.0
8932,560990860052002,1.0
1856,310450460222027,8.0
8800,510841860252017,0.0
8714,500820900042005,0.0
6572,070161350021004,35.0
5629,480723280032001,0.0
1145,150162990252468,18.0
3044,010750120261001,23.0
883,150162990252059,32.0
8408,400560080262003,7.0
2729,530906060042001,0.0
2660,510840100262004,37.0
6190,050160150042007,67.0
5735,500821890222055,0.0
7718,200830030261002,80.0
6138,041012050251009,548.0
3073,030250500262002,0.0
7624,190221810042008,0.0
776,110213010262002,12.0
3446,060161000021003,0.0
635,070161580021004,39.0
3794,110213010261004,0.0
2681,510841860252026,29.0
5419,410570070262012,18.0
5339,390550030262006,4.0
4454,170640050262010,39.0
3445,060161000021002,0.0
6923,150162990252058,7.0
2590,500820900041003,108.0
5333,390550010262002,7.0
7716,200830010262002,6.0
4442,170640040262002,34.0
1903,310451310222005,13.0
7170,150162990252416,0.0
1299,160194270262004,0.0
5987,560992020222017,5.0
8922,56099033C042007,0.0
2244,390550030262005,0.0
7395,160194250261001,12.0
2397,440630470042011,1.0
1407,190220070022003,0.0
3682,070161680041003,71.0
4925,310450460221009,207.0
286,050160590042016,0.0
2042,340490030042006,32.0
7647,190222020262006,9.0
1841,310450460222009,0.0
6475,060161020022008,0.0
6294,050160570021004,20.0
7976,310450460222042,12.0
5315,350501500022001,41.0
3944,150162990252108,4.0
4195,150162990252476,12.0
7733,200962000261001,0.0
8308,340492200262006,0.0
4486,190220040022008,0.0
1065,150162990252353,7.0
3487,070161090021006,71.0
1509,190220930042009,35.0
8123,330362350261001,32.0
7078,150162990252289,2.0
7659,190222030262008,0.0
8109,320460610021001,66.0
5500,440631580222005,0.0
5703,500821180021012,119.0
6312,050160620041001,3.0
5777,51084186025201C,0.0
5091,320461110252003,0.0
2051,340490340041002,198.0
7826,240473080262006,6.0
2788,560990860051001,110.0
3173,050160150041018,0.0
7199,150162990252460,1.0
5340,390550090261001,69.0
338,050160700022003,67.0
8919,56099033C042003,0.0
3278,050160540042028,0.0
6371,060160790022001,1.0
315,050160650041007,51.0
5498,440631580222003,0.0
6064,030030020262004,1.0
7192,150162990252454,0.0
3434,060160990022002,13.0
383,060160890022006,4.0
1261,150162990252921,17.0
1594,190222050262002,0.0
3891,130587220262001,29.0
7857,260343470042005,7.0
4875,280372290262005,0.0
815,120400010262002,16.0
4382,160194270262006,0.0
857,130580100042003,0.0
5093,320461110252010,2.0
6382,060160840021002,15.0
8312,34049901025201C,2.0
7235,150162990252507,0.0
2127,340490760022004,0.0
852,130412090272001,5.0
3765,090101370022007,248.0
4674,190222040262026,0.0
8480,440630020032002,0.0
219,050160310022002,15.0
4036,150162990252249,4.0
7083,150162990252294,1.0
4306,150162990252862,14.0
2353,410570120261003,469.0
7726,200933480262005,42.0
7610,190220930042006,2.0
6152,041012050252039,68.0
7611,190220930042007,1.0
3550,070161300022010,26.0
3025,010092620261002,0.0
6818,110230040261001,12.0
769,110150020262015,88.0
5019,310453000262019,13.0
5792,510841860252045,0.0
7877,280061150022005,0.0
7150,150162990252391,31.0
1703,240471150262003,0.0
329,050160670021002,18.0
5570,470980060261001,0.0
6744,090100010262002,8.0
2458,470712310041002,0.0
7898,280372290262007,10.0
7421,160194320261001,16.0
2368,440630150041006,53.0
287,050160590042018,0.0
2508,480721500252047,15.0
4511,190220200021001,44.0
8676,490810410251005,52.0
1473,190220580022006,2.0
7808,240470880262003,3.0
8320,350500440022001,29.0
3328,050160650042004,1.0
1922,310453000262003,15.0
5896,56099033C042005,15.0
5402,410570030262002,33.0
6247,050160340042004,0.0
5982,560992020222012,22.0
1881,310451010222006,1.0
5906,560990860051004,235.0
507,070161230022008,2.0
1973,320380040262003,6.0
7113,150162990252344,4.0
5185,340490600262014,11.0
6888,130413180272001,5.0
7511,190220100021001,0.0
5625,480723250262005,1.0
2647,510652130262001,0.0
8297,340491870262008,59.0
2975,56099200U261001,23.0
6579,070161350022010,3.0
727,090100040262013,18.0
8371,390550610252009,0.0
5652,490810410251005,102.0
6437,060160970022008,0.0
7956,310450460222013,5.0
5829,530901370022001,39.0
585,070161460041001,46.0
1496,190220680022004,0.0
5875,540921180242010,8.0
6845,120170020262004,25.0
2874,11012003C262005,1.0
4439,170640020262001,0.0
8348,350590050262001,65.0
6826,110703000262001,21.0
2038,340490030041006,372.0
2624,500821810022001,127.0
7557,190220450021007,21.0
6975,150162990252133,1.0
6452,060160990022009,25.0
7921,300391960262004,1.0
3953,150162990252123,31.0
1894,310451290222011,19.0
1139,150162990252459,66.0
4568,190220610022002,3.0
3792,110180770261001,24.0
7370,150162990252955,3.0
6142,041012050252018,74.0
5198,340490680022001,18.0
5065,320380060262001,0.0
3087,030680120262003,0.0
345,050160740021001,26.0
5613,480723210262004,9.0
368,060160870022003,4.0
732,090100040262026,79.0
3068,030250400261001,183.0
84,040041000261003,80.0
2915,15016299025264C,34.0
7125,150162990252361,0.0
6637,070161500021005,11.0
8581,470712690042002,0.0
3055,030110010262001,0.0
1044,150162990252314,7.0
1930,310453000262019,22.0
2694,530601260261001,40.0
8068,310453030262009,0.0
8662,490810370022009,0.0
5582,480720660022001,16.0
6592,070161420022004,6.0
8286,340491160262004,22.0
5391,400560340261001,18.0
8943,560990860052024,10.0
5209,340490730042006,0.0
1944,310453020262007,7.0
8076,310453040262003,0.0
5199,340490700021005,22.0
1474,190220580022007,0.0
5455,440630020031001,16.0
7844,260290040262005,3.0
8533,440632000262004,0.0
1179,150162990252525,9.0
837,130141860022001,3.0
4497,190220110022002,0.0
429,060160990022010,7.0
198,050160250022005,1.0
6058,010860020261001,3.0
736,090100070262006,4.0
7629,190222000261020,143.0
8261,340491030021001,6.0
1901,310451310221004,1114.0
8549,450790010222001,6.0
3830,120170020261005,40.0
4240,150162990252618,3.0
7563,190220450022016,3.0
2032,330942380262005,36.0
3632,070161520022001,14.0
8599,470980130022002,11.0
8018,310451310222009,19.0
4498,190220120021005,3.0
7559,190220450022010,0.0
5721,500821870261014,407.0
28,010691170222007,33.0
5960,56099201U261002,463.0
8368,390550150262001,22.0
4254,150162990252703,38.0
997,150162990252236,1.0
4269,150162990252766,62.0
6606,070161440022009,2.0
5426,410570090262012,8.0
6001,56099365U261005,119.0
2332,410570090262013,6.0
2362,440630020032002,0.0
5670,490813000262005,0.0
4560,190220580022010,0.0
443,060161010022001,0.0
7970,310450460222031,11.0
623,070161525022005,35.0
5197,340490670052007,8.0
6479,060161030022006,0.0
5711,500821180022010,4.0
4005,150162990252203,3.0
4336,150162990252920,5.0
5345,390550150261001,93.0
8808,510841860252028,0.0
8640,480723220261001,1.0
3067,030250300262002,0.0
4238,15016299025260C,8.0
4893,300391760262008,24.0
7949,310450460222006,22.0
4512,190220200022002,2.0
1245,150162990252897,1.0
407,060160970021003,68.0
1747,260343470042005,1.0
5337,390550030262004,27.0
4190,150162990252469,17.0
6760,090100040262026,31.0
910,150162990252100,56.0
5450,410570130021001,86.0
8171,340490380022001,2.0
8372,390550610252010,5.0
1987,320460020262003,18.0
4174,150162990252451,3.0
463,060161060021003,8.0
1060,150162990252344,32.0
8924,56099070C042001,5.0
712,080892020261002,9.0
4261,150162990252729,3.0
6390,060160870021006,10.0
5595,480721500252011,65.0
4722,200970050262007,0.0
6047,010691170222007,49.0
1292,160194240261003,19.0
809,120170020261005,22.0
4362,150162990252965,5.0
8228,340490730042001,9.0
949,150162990252158,43.0
8586,470980030261004,30.0
800,110870210261001,23.0
1760,280060840042001,0.0
4426,170534350042001,2.0
7115,150162990252346,13.0
218,050160310021001,3.0
8213,340490650021003,10.0
4919,310450460221003,349.0
1129,150162990252444,3.0
2921,15016299025273C,52.0
7148,150162990252387,0.0
224,050160340042003,1.0
7596,190220680022001,14.0
4076,150162990252309,105.0
1940,310453010262004,1.0
3078,030262030262008,0.0
665,070161670022001,0.0
21,010690110261001,0.0
2077,340490560021002,131.0
4151,150162990252410,21.0
434,060161000021002,36.0
8611,480721500251001,19.0
4055,150162990252275,12.0
2957,56099030C041001,138.0
6053,010750100262007,0.0
3784,110150010262004,34.0
8756,500821890222008,1.0
6037,010690010262005,0.0
8513,440630470042008,6.0
7990,310451010222003,2.0
6439,060160970022010,0.0
8962,560991220022004,0.0
8858,530907020262003,0.0
3090,030680220262003,4.0
6455,060160990022013,1.0
8562,470522720261002,66.0
2843,560992020221006,99.0
7190,150162990252452,13.0
947,150162990252154,22.0
7848,260290660252009,0.0
1909,310451310222011,7.0
3873,130412090272001,0.0
3324,050160640042012,4.0
5437,410570100262022,13.0
6128,041011310042003,8.0
6747,090100030262005,0.0
127,041012050252027,38.0
3529,070161250022003,0.0
3791,110180030262002,4.0
8696,500820090262002,5.0
926,150162990252123,30.0
7365,150162990252945,15.0
1622,200933480262005,15.0
1481,190220600022002,2.0
4270,150162990252767,23.0
1443,190220410022002,1.0
4614,190222000262007,0.0
6249,050160340042008,0.0
6204,050160210042004,0.0
6106,040041000262007,4.0
3834,120170040262002,8.0
6180,041013230262005,0.0
8763,510652000262001,0.0
1752,260621700262003,28.0
2687,510841860252037,227.0
4936,310450460222016,21.0
5252,340491120022003,1.0
4371,15016904025201C,221.0
3371,060160840022003,0.0
1963,310453040262001,4.0
645,070161600022003,62.0
818,120510100262008,0.0
1618,200830040262004,2.0
4348,150162990252941,6.0
6564,070161300022011,4.0
5173,340490600261003,587.0
7707,200240010262004,0.0
3130,041012050252017,108.0
1400,190220040022004,0.0
7024,150162990252209,3.0
1610,200760010262002,12.0
741,090101160222005,1.0
8122,320462590042001,27.0
599,070161480022006,45.0
3425,060160970022008,34.0
1842,310450460222010,12.0
5157,340490460042001,0.0
7067,15016299025226C,0.0
8266,340491090021006,1.0
3985,150162990252175,146.0
217,050160300022003,0.0
546,070161350021005,9.0
1537,190222000262014,5.0
6154,041012050252040,594.0
6266,050160390022007,0.0
1225,150162990252842,43.0
137,041012050252056,2.0
4410,170530050262001,0.0
6941,150162990252087,1.0
8686,490811000261002,0.0
6964,150162990252118,6.0
7073,150162990252281,9.0
2841,560992020221004,81.0
1349,170540270022006,5.0
381,060160890022002,13.0
8430,410570070261001,281.0
5485,440630470042002,7.0
2061,340490410041004,89.0
7009,150162990252187,14.0
2950,39055061025201C,0.0
6264,050160390022005,0.0
4102,150162990252352,9.0
2067,340490460042001,5.0
5072,320381240262001,13.0
5984,560992020222014,18.0
8887,540920040261003,54.0
1058,150162990252339,2.0
7242,150162990252521,0.0
2793,560990860052002,2.0
8655,490810340021001,0.0
3348,050160690022004,0.0
1705,240471150262005,80.0
996,150162990252235,5.0
5524,450790010221002,42.0
4394,160194280262014,61.0
2057,340490370022003,8.0
1251,150162990252904,6.0
6024,010011720221003,842.0
2643,510652000262001,4.0
5784,510841860252028,0.0
3289,050160590041016,76.0
8248,340490950262007,0.0
4590,190220930042004,1.0
8412,400560090262006,0.0
5536,470522200022001,0.0
2493,480721500251003,417.0
4428,170540210262004,1.0
417,060160980021004,17.0
7986,310450460222054,2.0
6824,110230950252006,0.0
7196,150162990252458,0.0
1124,150162990252435,80.0
5999,56099365U261003,19.0
2171,340491160261004,772.0
7251,150162990252603,5.0
4196,150162990252477,17.0
2657,510840080262004,2.0
8759,500821890222055,0.0
5399,410570020262004,8.0
7396,160194250262002,0.0
7971,310450460222032,5.0
206,050160270021005,18.0
8521,440631580221003,2.0
6021,010010030262008,1.0
5350,390550610252010,28.0
3805,110230040262001,6.0
2123,340490750022003,14.0
7102,150162990252324,7.0
6265,050160390022006,0.0
8597,470980130021004,70.0
4062,150162990252288,48.0
3365,060160810022003,4.0
2174,340491160262004,70.0
6581,070161350022013,2.0
8167,340490360022001,0.0
8981,560991610022005,14.0
7225,150162990252497,14.0
7682,190222040262013,0.0
42,030030010262001,14.0
2101,340490650021003,0.0
5993,56099207U262005,1.0
6113,040042000262004,0.0
3403,060160910022003,0.0
6415,060160910022003,0.0
2126,340490760022003,2.0
7560,190220450022011,9.0
197,050160250022004,0.0
7755,210281960262001,1.0
6627,070161480022007,4.0
3828,120130350262008,0.0
8373,390550610252011,7.0
856,130580070042001,1.0
4675,190222050261001,4.0
3060,030110040262001,18.0
2779,540925120261001,11.0
3014,010010040262007,18.0
571,070161435022006,56.0
220,050160340041006,63.0
8464,410570110262007,14.0
3522,070161230022010,0.0
5937,560991220022002,6.0
2124,340490750022005,3.0
2922,15016299025274C,142.0
1743,260343250262002,23.0
3493,070161110021001,139.0
5706,500821180022004,29.0
5158,340490460042003,9.0
5684,500820850022001,0.0
5346,390550150262001,11.0
5381,400560050262001,53.0
1755,260621850262008,45.0
8491,440630150042003,1.0
8029,310453000261005,162.0
3939,150162990252102,6.0
7978,310450460222044,5.0
7172,150162990252419,0.0
7336,150162990252897,3.0
425,060160990022004,6.0
8505,440630470041004,8.0
380,060160890022001,0.0
5097,320461110252016,482.0
6906,130950010042001,0.0
80,030680120262004,0.0
4725,210280910042001,0.0
7944,310450460221006,90.0
5318,350501850042001,8.0
8103,320460060262002,19.0
1840,310450460222008,0.0
3881,130581110022004,20.0
7373,150162990252960,17.0
2003,320461110252010,0.0
3500,070161110022011,0.0
1406,190220070022002,0.0
2,010010030261001,9.0
5135,340490060022006,18.0
2435,450791400262002,312.0
8065,310453030262005,2.0
190,050160230021002,31.0
7627,190222000261017,40.0
6601,070161440021002,430.0
5162,340490460042007,4.0
419,060160980022002,3.0
5012,310453000262009,26.0
770,110150020262016,17.0
8633,480723090262002,7.0
885,150162990252063,8.0
4422,170534290041001,204.0
5453,410570150032002,10.0
4986,310451290222015,1.0
2232,350590050262001,83.0
816,120400010262011,0.0
3429,060160980022001,41.0
4474,170640870252009,3.0
799,110870040262006,0.0
3630,070161510022006,0.0
5223,340490950262003,7.0
8075,310453040262001,0.0
3144,041012050252041,24.0
2050,340490330022001,0.0
8225,340490700022007,0.0
5186,340490600262015,20.0
5319,350501950042001,0.0
517,070161260021005,8.0
1628,200961120042002,0.0
6584,070161400022001,9.0
530,070161280022006,0.0
2024,330482760262002,3.0
3692,070161700022009,25.0
4688,200300070261001,4.0
6089,030262030262008,3.0
8571,470712220262001,9.0
7919,300391960261002,6.0
148,041013200261002,58.0
6593,070161430022001,5.0
6052,010750040262001,0.0
6563,070161300022010,18.0
8264,340491060022001,0.0
2420,450670030261001,4.0
3814,110703020262001,22.0
5946,56099157C041001,28.0
7701,190222050262005,1.0
6027,010011720222009,70.0
2834,560991610022001,0.0
4223,150162990252513,53.0
1631,200962000262003,0.0
7656,190222030262005,2.0
1572,190222040262006,10.0
6715,070161940022005,1.0
2949,34049901025201C,18.0
8869,531020060262001,0.0
690,080083140262002,39.0
7075,150162990252284,0.0
5286,340492200262006,0.0
7796,240320750022001,1.0
1943,310453020261001,38.0
8893,540920110262003,28.0
6544,070161260021005,1.0
1068,150162990252356,0.0
